iter	MultiClass	Accuracy
881	0.05164348301	0.9856137672
882	0.05158347328	0.9856430636
883	0.05154584308	0.9856534035
884	0.05152785935	0.9856809765
885	0.05145811222	0.9857257827
886	0.05142932748	0.9857585257
887	0.05138373031	0.9857447392
888	0.05136156956	0.9857499091
889	0.05120382903	0.985848138
890	0.05117519238	0.9858515847
891	0.05113258073	0.9858619246
892	0.05110802686	0.9858567546
893	0.05102681564	0.985886051
894	0.05097653658	0.9859032841
895	0.05091347739	0.9859480903
896	0.0508886004	0.9859567069
897	0.05080393583	0.986006683
898	0.05075928447	0.9860308094
899	0.05073871576	0.9860256395
900	0.05068510788	0.9860428726
901	0.05065477148	0.9860463193
902	0.05060867953	0.9860790622
903	0.05054663347	0.9860859555
904	0.05048158843	0.9861514415
905	0.05039759365	0.986165228
906	0.05037137369	0.9861686746
907	0.05035820985	0.9861755679
908	0.05033609959	0.9861738446
909	0.05019753766	0.9862186507
910	0.05016877648	0.9862203741
911	0.04996299181	0.9862979232
912	0.04993328483	0.9862961999
913	0.04987928987	0.9863048165
914	0.04985747243	0.9863203263
915	0.04977217844	0.9863496227
916	0.04972493202	0.9863737491
917	0.04967428608	0.9864030454
918	0.04957459635	0.9864530216
919	0.04954970253	0.9864633615
920	0.0494780335	0.9865012744
921	0.04944530398	0.9865150609
922	0.0493850721	0.9865357407
923	0.04935449336	0.9865391873
924	0.04934579937	0.9865478039
925	0.04930532503	0.9865581438
926	0.04928408989	0.9865581438
927	0.04927080488	0.9865719303
928	0.04924441326	0.9865736536
929	0.04919654078	0.9866012267
930	0.04912077214	0.9866753292
931	0.04904938248	0.9867115188
932	0.04902285622	0.9867115188
933	0.04888964936	0.986723582
934	0.04885698379	0.9867339219
935	0.04881234253	0.9867718348
936	0.04872588059	0.9867683882
937	0.04865807556	0.9868114711
938	0.04863211139	0.9868045778
939	0.04860066763	0.9868235343
940	0.04858969833	0.9868304275
941	0.04851327335	0.986882127
942	0.04849351581	0.9869045301
943	0.0483907295	0.9869372731
944	0.04837212645	0.986947613
945	0.04835138945	0.9869562295
946	0.04830468156	0.9869838026
947	0.04820293867	0.9869717394
948	0.04817132997	0.9869855259
949	0.04812561837	0.9869941425
950	0.04809155598	0.9870234388
951	0.04804970837	0.9870286088
952	0.04802245846	0.9870372253
953	0.04797921066	0.9870734149
954	0.04792824496	0.987100988
955	0.04789826534	0.9871061579
956	0.04781947754	0.9871854304
957	0.04779019128	0.9871819838
958	0.04774763348	0.9872130034
959	0.04771626713	0.9872233433
960	0.04768555376	0.9872354065
961	0.04766094603	0.9872336832
962	0.04759996694	0.9872715962
963	0.0475503072	0.9872733195
964	0.04751541007	0.9872957226
965	0.04748794137	0.9873129557
966	0.04747117271	0.9873215723
967	0.0474253736	0.9873232956
968	0.04732859533	0.9873905049
969	0.04723790925	0.9874180779
970	0.04720148066	0.9874387577
971	0.04713945142	0.9874697774
972	0.04711428497	0.9874766706
973	0.04701321187	0.9875094136
974	0.04695690458	0.9875369866
975	0.04686559918	0.9875921327
976	0.04680694926	0.9876145358
977	0.04673274237	0.9876386622
978	0.04671928907	0.9876455555
979	0.04667160509	0.9876714052
980	0.04665881486	0.9876558954
981	0.04663473894	0.9876817451
982	0.04650524798	0.9877403378
983	0.04647943865	0.9877317212
984	0.04645186897	0.9877679108
985	0.04640734215	0.9877558476
986	0.0463891733	0.9877592943
987	0.0463472651	0.9878006538
988	0.0463047174	0.9878109937
989	0.04621444196	0.9878644165
990	0.04616762299	0.9878816496
991	0.04613302879	0.9878988828
992	0.04610449312	0.9878954361
993	0.04607698403	0.9879006061
994	0.04603471906	0.9879092227
995	0.04601311031	0.9879264558
996	0.04598840834	0.987938519
997	0.04594614	0.9879454123
998	0.04590397601	0.9879678154
999	0.04586952317	0.9879540289
